0,0,0,368.59,46258
1,0,0,368.59,46258
3,0,0,368.59,46258
4,0,0,368.59,46258
5,0,0,368.59,46258
7,0,0,368.58,46258
8,0,0,368.58,46258
9,0,0,368.58,46258
10,0,0,368.58,46258
11,0,0,368.58,46258
13,0,0,368.57,46258
14,0,0,368.57,46258
15,0,0,368.57,46258
16,0,0,368.57,46258
17,0,0,368.57,46258
19,0,0,368.56,46258
20,0,0,368.56,46258
21,0,0,368.56,46258
22,0,0,368.56,46258
24,0,0,368.56,46258
25,0,0,368.55,46258
26,0,0,368.55,46258
27,0,0,368.55,46258
29,0,0,368.55,46258
30,0,0,368.54,46258
32,0,0,368.54,46258
33,0,0,368.54,46258
34,0,0,368.54,46258
35,0,0,368.54,46258
36,0,0,368.53,46258
37,0,0,368.53,46258
38,0,0,368.53,46258
39,0,0,368.53,46258
40,0,0,368.53,46258
41,0,0,368.53,46258
43,0,0,368.52,46258
44,0,0,368.52,46258
45,0,0,368.52,46258
46,0,0,368.52,46258
47,0,0,368.52,46258
48,0,0,368.51,46258
49,0,0,368.51,46258
50,0,0,368.51,46258
51,0,0,368.51,46258
52,0,0,368.51,46258
53,0,0,368.51,46258
54,0,0,368.50,46258
55,0,0,368.50,46258
56,0,0,368.50,46258
57,0,0,368.50,46258
58,0,0,368.50,46258
59,0,0,368.50,46258
60,0,0,368.49,46237
61,0,0,368.49,46205
62,0,0,368.49,46205
64,0,0,368.49,46140
65,0,0,368.49,46140
66,0,0,369.05,46141
67,0,0,369.05,46012
68,0,0,369.05,46012
69,0,0,369.05,46012
70,0,0,369.05,46012
71,0,0,369.04,46012
72,0,0,369.04,46012
73,0,0,369.04,46012
74,0,0,369.04,45755
75,0,0,369.04,45755
76,0,0,369.04,45755
77,0,0,369.03,45755
78,0,0,369.03,45755
79,0,0,369.03,45755
80,0,0,369.03,45755
81,0,0,369.03,45755
82,0,0,369.12,45757
83,0,0,369.32,45757
85,0,0,369.41,45757
86,0,0,369.41,45757
87,0,0,370.75,45757
88,0,0,370.79,45757
89,0,0,370.78,45243
90,0,0,370.78,45243
91,0,0,370.78,45243
92,0,0,370.78,45243
93,0,0,370.78,45243
94,0,0,370.78,45243
95,0,0,370.77,45243
96,0,0,370.77,45243
97,0,0,370.77,45243
98,0,0,370.77,45243
99,0,0,370.77,45243
100,0,0,370.76,45243
101,0,0,370.76,45243
102,0,0,370.86,45243
103,0,0,372.24,45245
104,0,0,372.27,45245
105,0,0,372.26,45245
106,0,0,372.26,45245
107,0,0,372.26,45245
108,0,0,372.26,45245
109,0,0,372.26,45245
111,0,0,372.25,45245
112,0,0,372.25,45245
113,0,0,372.25,45245
114,0,0,372.25,45245
115,0,0,372.25,45245
116,0,0,372.25,44217
117,0,0,372.24,44217
118,0,0,372.29,44217
119,0,0,372.54,44217
120,0,0,372.63,44217
122,0,0,372.63,44217
123,0,0,372.82,44217
124,0,0,374.09,44221
125,0,0,374.09,44221
126,0,0,374.09,44221
128,0,0,374.09,44221
129,0,0,374.08,44221
130,0,0,374.08,44221
131,0,0,374.08,44221
133,0,0,374.08,44221
134,0,0,374.08,44221
135,0,0,374.07,44221
136,0,0,374.07,44221
137,0,0,374.07,44221
139,0,0,374.17,44221
140,0,0,375.46,44221
141,0,0,375.45,44221
142,0,0,375.45,44221
144,0,0,375.45,44221
145,0,0,375.45,44221
146,0,0,375.45,44221
148,0,0,375.44,44221
149,0,0,375.44,44221
150,0,0,375.44,44221
151,0,0,375.44,44221
152,0,0,375.44,44221
153,0,0,375.43,44221
154,0,0,375.43,44221
155,0,0,375.63,44221
156,0,0,375.72,44221
157,0,0,375.82,44221
158,0,0,375.92,44221
159,0,0,376.01,44221
160,0,0,377.33,44221
161,0,0,377.33,44221
163,0,0,377.33,44221
164,0,0,377.33,44221
165,0,0,377.33,44221
166,0,0,377.32,44221
167,0,0,377.32,44221
168,0,0,377.32,44221
169,0,0,377.32,44221
170,0,0,377.32,44221
171,0,0,377.31,44221
172,0,0,377.31,42165
173,0,0,377.31,42165
174,0,0,377.31,42165
175,0,0,377.39,42165
176,0,0,378.75,42173
177,0,0,378.75,42173
178,0,0,378.75,42173
179,0,0,378.74,42173
180,0,0,378.74,42173
181,0,0,378.74,42173
182,0,0,378.74,42173
184,0,0,378.74,42173
185,0,0,378.74,42173
186,0,0,378.73,42173
187,0,0,378.73,42173
188,0,0,378.73,42173
189,0,0,378.73,42173
190,0,0,378.76,42173
191,0,0,378.80,42173
192,0,0,380.17,42173
193,0,0,380.17,42173
194,0,0,380.17,42173
195,0,0,380.16,42173
196,0,0,380.16,42173
197,0,0,380.16,42173
198,0,0,380.16,42173
199,0,0,380.16,42173
200,0,0,380.15,42173
201,0,0,380.15,42173
202,0,0,380.15,42173
203,0,0,380.15,42173
204,0,0,380.15,42173
205,0,0,380.22,42173
206,0,0,380.30,42173
207,0,0,380.79,42173
209,0,0,381.66,42173
210,0,0,381.66,42173
211,0,0,381.65,42173
212,0,0,381.65,42173
213,0,0,381.65,42173
214,0,0,381.65,42173
215,0,0,381.65,42173
216,0,0,381.64,42173
217,0,0,381.64,42173
218,0,0,381.64,42173
219,0,0,381.64,42173
220,0,0,381.64,42173
221,0,0,381.64,42173
222,0,0,381.79,42173
223,0,0,382.83,42173
224,0,0,383.13,42173
225,0,0,383.12,42173
226,0,0,383.12,42173
227,0,0,383.12,42173
228,0,0,383.12,42173
229,0,0,383.12,42173
231,0,0,383.12,42173
232,0,0,383.11,42173
233,0,0,383.11,42173
234,0,0,383.11,42173
235,0,0,383.11,42173
237,0,0,383.11,42173
238,0,0,383.18,42173
239,0,0,384.44,42173
240,0,0,384.44,42173
241,0,0,384.43,42173
243,0,0,384.43,42173
244,0,0,384.43,42173
245,0,0,384.43,42173
246,0,0,384.43,42173
248,0,0,384.42,42173
249,0,0,384.42,42173
250,0,0,384.42,42173
251,0,0,384.42,42173
253,0,0,384.49,42173
254,0,0,384.57,42173
255,0,0,385.87,42173
256,0,0,385.87,42173
258,0,0,385.87,42173
259,0,0,385.87,42173
260,0,0,385.87,42173
262,0,0,385.86,42173
263,0,0,385.86,42173
264,0,0,385.86,42173
265,0,0,385.86,42173
266,0,0,385.86,42173
268,0,0,385.85,42173
269,0,0,386.01,42173
270,0,0,387.23,42173
272,0,0,387.24,42173
273,0,0,387.24,42173
274,0,0,387.23,42173
275,0,0,387.23,42173
276,0,0,387.23,42173
277,0,0,387.23,42173
278,0,0,387.23,42173
279,0,0,387.22,42173
280,0,0,387.22,42173
281,0,0,387.22,42173
282,0,0,387.22,38061
283,0,0,387.22,38061
284,0,0,387.22,38061
285,0,0,387.29,38061
286,0,0,388.64,38077
287,0,0,388.63,38077
288,0,0,388.63,38077
289,0,0,388.63,38077
290,0,0,388.63,38077
292,0,0,388.63,38077
293,0,0,388.62,38077
294,0,0,388.62,38077
295,0,0,388.62,38077
296,0,0,388.62,38077
297,0,0,388.62,38077
298,0,0,388.62,38077
299,0,0,388.61,38077
300,0,0,388.69,38077
301,0,0,388.77,38077
302,0,0,390.11,38077
303,0,0,390.11,38077
304,0,0,390.11,38077
305,0,0,390.11,38077
306,0,0,390.10,38077
307,0,0,390.10,38077
308,0,0,390.10,38077
309,0,0,390.10,38077
310,0,0,390.10,38077
311,0,0,390.10,38077
312,0,0,390.09,38077
313,0,0,390.09,38077
314,0,0,390.09,38077
316,0,0,390.25,38077
317,0,0,391.22,38077
318,0,0,391.55,38077
319,0,0,391.55,38077
320,0,0,391.55,38077
321,0,0,391.55,38077
322,0,0,391.54,38077
323,0,0,391.54,38077
324,0,0,391.54,38077
325,0,0,391.54,38077
326,0,0,391.54,38077
327,0,0,391.54,38077
328,0,0,391.53,38077
329,0,0,391.53,38077
330,0,0,391.53,38077
331,0,0,391.61,38077
332,0,0,392.88,38077
333,0,0,392.92,38077
334,0,0,392.91,38077
335,0,0,392.91,38077
337,0,0,392.91,38077
338,0,0,392.91,38077
339,0,0,392.91,38077
341,0,0,392.90,38077
342,0,0,392.90,38077
343,0,0,392.90,38077
345,0,0,392.90,38077
346,0,0,392.89,38077
347,0,0,393.05,38077
348,0,0,394.24,38077
350,0,0,394.29,38077
351,0,0,394.29,38077
352,0,0,394.29,38077
353,0,0,394.29,38077
354,0,0,394.29,38077
356,0,0,394.28,38077
357,0,0,394.28,38077
358,0,0,394.28,38077
359,0,0,394.28,38077
360,0,0,394.28,38077
362,0,0,394.27,38077
363,0,0,394.35,38077
364,0,0,395.63,38077
366,0,0,395.63,38077
367,0,0,395.63,38077
368,0,0,395.63,38077
370,0,0,395.62,38077
371,0,0,395.62,38077
372,0,0,395.62,38077
373,0,0,395.62,38077
375,0,0,395.61,38077
376,0,0,395.61,38077
377,0,0,395.69,38077
378,0,0,395.77,38077
379,0,0,395.76,38077
380,0,0,397.16,38077
381,0,0,397.16,38077
382,0,0,397.16,38077
383,0,0,397.16,38077
384,0,0,397.16,38077
385,0,0,397.15,38077
387,0,0,397.15,38077
388,0,0,397.15,38077
389,0,0,397.15,38077
390,0,0,397.15,38077
391,0,0,397.15,38077
392,0,0,397.14,38077
393,0,0,397.14,38077
394,0,0,397.22,38077
395,0,0,397.78,38077
396,0,0,398.61,38077
397,0,0,398.61,38077
398,0,0,398.61,38077
399,0,0,398.60,38077
400,0,0,398.60,38077
401,0,0,398.60,38077
402,0,0,398.60,38077
403,0,0,398.60,38077
404,0,0,398.59,38077
405,0,0,398.59,38077
407,0,0,398.59,38077
408,0,0,398.59,38077
409,0,0,398.59,38077
410,0,0,398.59,38077
411,0,0,398.66,38077
412,0,0,398.74,38077
413,0,0,398.82,38077
414,0,0,398.97,38077
415,0,0,399.05,38077
416,0,0,400.37,38077
417,0,0,400.37,38077
418,0,0,400.37,38077
419,0,0,400.36,38077
420,0,0,400.36,38077
421,0,0,400.36,38077
422,0,0,400.36,38077
423,0,0,400.36,38077
424,0,0,400.36,38077
425,0,0,400.35,38077
426,0,0,400.35,38077
427,0,0,400.35,38077
428,0,0,400.35,38077
429,0,0,400.35,38077
430,0,0,400.42,38077
431,0,0,401.77,38077
433,0,0,401.77,38077
434,0,0,401.77,38077
435,0,0,401.77,38077
436,0,0,401.77,38077
437,0,0,401.76,38077
438,0,0,401.76,38077
439,0,0,401.76,38077
440,0,0,401.76,38077
441,0,0,401.76,38077
442,0,0,401.75,38077
443,0,0,401.75,38077
444,0,0,401.75,38077
445,0,0,401.83,38077
446,0,0,401.98,38077
447,0,0,403.32,38077
448,0,0,403.32,38077
449,0,0,403.32,38077
450,0,0,403.31,38077
451,0,0,403.31,38077
452,0,0,403.31,38077
454,0,0,403.31,38077
455,0,0,403.31,38077
456,0,0,403.30,38077
457,0,0,403.30,38077
458,0,0,403.30,38077
459,0,0,403.30,38077
460,0,0,403.38,38077
461,0,0,403.61,38077
462,0,0,404.61,38077
463,0,0,404.86,38077
465,0,0,404.86,38077
466,0,0,404.86,38077
467,0,0,404.86,38077
468,0,0,404.86,38077
470,0,0,404.85,38077
471,0,0,404.85,38077
472,0,0,404.85,38077
473,0,0,404.85,38077
475,0,0,404.84,38077
476,0,0,404.84,38077
477,0,0,404.92,38077
478,0,0,406.16,38077
480,0,0,406.15,38077
481,0,0,406.15,38077
482,0,0,406.15,38077
484,0,0,406.15,38077
485,0,0,406.14,38077
486,0,0,406.14,38077
487,0,0,406.14,38077
488,0,0,406.14,38077
490,0,0,406.13,38077
491,0,0,406.13,38077
492,0,0,406.13,38077
493,0,0,406.21,38077
494,0,0,407.53,38077
495,0,0,407.52,38077
496,0,0,407.52,38077
497,0,0,407.52,38077
498,0,0,407.52,38077
499,0,0,407.52,33965
500,0,0,407.51,33965
501,0,0,407.51,33965
502,0,0,407.51,33965
503,0,0,407.51,33965
504,0,0,407.51,33965
506,0,0,407.50,33965
507,0,0,407.50,33965
508,0,0,407.50,33965
509,0,0,407.58,33965
510,0,0,408.95,33981
511,0,0,408.95,33981
512,0,0,408.95,33981
513,0,0,408.95,33981
514,0,0,408.95,33981
515,0,0,408.95,33981
516,0,0,408.94,33981
517,0,0,408.94,33981
518,0,0,408.94,33981
519,0,0,408.94,33981
520,0,0,408.94,33981
521,0,0,408.93,33981
522,0,0,408.93,33981
523,0,0,408.93,33981
524,0,0,408.98,33981
525,0,0,409.00,33981
526,0,0,409.08,33981
527,0,0,409.24,33981
528,0,0,409.31,33981
529,0,0,409.47,33981
530,0,0,410.81,33981
532,0,0,410.81,33981
533,0,0,410.81,33981
534,0,0,410.81,33981
535,0,0,410.80,33981
536,0,0,410.80,33981
537,0,0,410.80,33981
538,0,0,410.80,33981
539,0,0,410.80,33981
540,0,0,410.79,33981
541,0,0,410.79,33981
542,0,0,410.79,33981
543,0,0,410.79,33981
544,0,0,410.94,33981
545,0,0,411.68,33981
546,0,0,412.30,33981
548,0,0,412.30,33981
549,0,0,412.30,33981
550,0,0,412.29,33981
551,0,0,412.29,33981
552,0,0,412.29,33981
553,0,0,412.29,33981
554,0,0,412.29,33981
555,0,0,412.28,33981
556,0,0,412.28,33981
557,0,0,412.28,33981
558,0,0,412.28,33981
559,0,0,412.28,33981
560,0,0,412.43,33981
561,0,0,413.72,33981
563,0,0,413.71,33981
564,0,0,413.71,33981
565,0,0,413.71,33981
567,0,0,413.71,33981
568,0,0,413.70,33981
569,0,0,413.70,33981
571,0,0,413.70,33981
572,0,0,413.70,33981
573,0,0,413.70,33981
574,0,0,413.69,33981
575,0,0,413.69,33981
577,0,0,415.03,33981
578,0,0,415.03,33981
579,0,0,415.03,33981
580,0,0,415.03,33981
581,0,0,415.02,33981
583,0,0,415.02,33981
584,0,0,415.02,33981
585,0,0,415.02,33981
586,0,0,415.01,33981
588,0,0,415.01,33981
589,0,0,415.01,33981
591,0,0,415.16,33981
592,0,0,415.24,33981
593,0,0,416.49,33981
594,0,0,416.49,33981
595,0,0,416.49,33981
597,0,0,416.49,33981
598,0,0,416.49,33981
599,0,0,416.48,33981
600,0,0,416.48,33981
601,0,0,416.48,33980
602,0,0,416.48,33980
603,0,0,416.48,33980
604,0,0,416.47,33980
605,0,0,416.47,33980
606,0,0,416.47,33980
607,0,0,416.55,33980
608,0,0,417.95,33980
609,0,0,417.95,33980
610,0,0,417.95,33980
611,0,0,417.95,33980
612,0,0,417.94,33980
613,0,0,417.94,33980
614,0,0,417.94,33980
615,0,0,417.94,33980
616,0,0,417.94,33980
618,0,0,417.93,33980
619,0,0,417.93,33980
620,0,0,417.93,33980
621,0,0,417.93,33980
622,0,0,417.93,33980
623,0,0,418.02,33980
624,0,0,419.36,33980
625,0,0,419.36,33980
626,0,0,419.35,33980
627,0,0,419.35,33980
628,0,0,419.35,33980
629,0,0,419.35,33980
630,0,0,419.35,33980
631,0,0,419.34,33980
632,0,0,419.34,33980
633,0,0,419.34,33980
634,0,0,419.34,33980
635,0,0,419.34,33980
636,0,0,419.33,33980
637,0,0,419.33,33980
638,0,0,419.43,33980
639,0,0,420.75,33980
640,0,0,420.75,33980
641,0,0,420.75,33980
642,0,0,420.74,33980
643,0,0,420.74,33980
644,0,0,420.74,33980
646,0,0,420.74,33980
647,0,0,420.74,33980
648,0,0,420.73,33980
649,0,0,420.73,33980
650,0,0,420.73,33980
651,0,0,420.73,33980
652,0,0,420.73,33980
653,0,0,420.72,33980
654,0,0,420.82,33980
655,0,0,422.14,33980
656,0,0,422.14,33980
657,0,0,422.14,33980
658,0,0,422.13,33980
659,0,0,422.13,33980
660,0,0,422.13,33980
661,0,0,422.13,33980
662,0,0,422.13,33980
664,0,0,422.12,33980
665,0,0,422.12,33980
666,0,0,422.12,33980
667,0,0,422.12,33980
668,0,0,422.11,33980
670,0,0,423.40,33980
671,0,0,423.48,33980
672,0,0,423.48,33980
673,0,0,423.48,33980
675,0,0,423.48,33980
676,0,0,423.47,33980
677,0,0,423.47,33980
679,0,0,423.47,33980
680,0,0,423.47,33980
681,0,0,423.46,33980
682,0,0,423.46,33980
684,0,0,423.58,33980
685,0,0,423.69,33980
686,0,0,424.94,33980
687,0,0,424.94,33980
689,0,0,424.94,33980
690,0,0,424.94,33980
691,0,0,424.93,33980
692,0,0,424.93,33980
693,0,0,424.93,33980
695,0,0,424.93,33980
696,0,0,424.92,33980
697,0,0,424.92,33980
698,0,0,424.92,33980
699,0,0,425.03,33980
701,0,0,425.15,33980
702,0,0,425.15,33980
703,0,0,426.39,33980
704,0,0,426.50,33980
705,0,0,426.50,33980
706,0,0,426.49,33980
707,0,0,426.49,33980
708,0,0,426.49,33980
709,0,0,426.49,33980
710,0,0,426.49,33981
711,0,0,426.48,33981
712,0,0,426.48,33981
713,0,0,426.48,33981
714,0,0,426.48,33981
715,0,0,426.48,33981
716,0,0,426.47,25756
717,0,0,426.59,25756
718,0,0,427.85,25789
719,0,0,427.87,25789
720,0,0,427.87,25789
722,0,0,427.87,25789
723,0,0,427.87,25789
724,0,0,427.87,25789
725,0,0,427.86,25789
726,0,0,427.86,25789
727,0,0,427.86,25789
728,0,0,427.86,25789
729,0,0,427.86,25789
730,0,0,427.85,25789
731,0,0,427.85,25789
732,0,0,427.85,25789
733,0,0,427.97,25789
734,0,0,427.96,25789
735,0,0,429.35,25789
736,0,0,429.35,25789
737,0,0,429.35,25789
738,0,0,429.35,25789
739,0,0,429.35,25789
740,0,0,429.34,25789
741,0,0,429.34,25789
742,0,0,429.34,25789
743,0,0,429.34,25789
744,0,0,429.33,25789
745,0,0,429.33,25789
746,0,0,429.33,25789
748,0,0,429.33,25789
749,0,0,429.33,25789
750,0,0,429.32,25789
751,0,0,429.44,25789
752,0,0,429.56,25789
753,0,0,429.67,25789
754,0,0,429.67,25789
755,0,0,429.79,25789
756,0,0,431.11,25789
757,0,0,431.11,25789
758,0,0,431.11,25789
759,0,0,431.11,25789
760,0,0,431.11,25789
761,0,0,431.10,25789
762,0,0,431.10,25789
763,0,0,431.10,25789
764,0,0,431.10,25789
765,0,0,431.10,25789
766,0,0,431.09,25789
767,0,0,431.09,25789
769,0,0,431.21,25789
770,0,0,431.32,25789
771,0,0,431.32,25789
772,0,0,432.59,25789
773,0,0,432.59,25789
775,0,0,432.59,25789
776,0,0,432.58,25789
777,0,0,432.58,25789
779,0,0,432.58,25789
780,0,0,432.58,25789
781,0,0,432.57,25789
782,0,0,432.57,25789
784,0,0,432.57,25789
785,0,0,432.57,25789
786,0,0,432.68,25789
787,0,0,432.80,25789
789,0,0,434.02,25789
790,0,0,434.02,25789
791,0,0,434.02,25789
792,0,0,434.02,25789
794,0,0,434.01,25789
795,0,0,434.01,25789
796,0,0,434.01,25789
797,0,0,434.01,25789
798,0,0,434.01,25789
800,0,0,434.00,25789
801,0,0,434.00,25789
802,0,0,434.12,25789
803,0,0,434.11,25789
804,0,0,435.45,25789
805,0,0,435.45,25789
806,0,0,435.44,25789
807,0,0,435.44,25789
808,0,0,435.44,25789
809,0,0,435.44,25789
810,0,0,435.44,25789
811,0,0,435.43,25789
812,0,0,435.43,25789
814,0,0,435.43,25789
815,0,0,435.43,25789
816,0,0,435.43,25789
817,0,0,435.42,25789
818,0,0,435.54,25789
819,0,0,435.79,25789
820,0,0,436.84,25789
821,0,0,436.84,25789
822,0,0,436.84,25789
823,0,0,436.83,25789
824,0,0,436.83,25789
825,0,0,436.83,25789
826,0,0,436.83,25789
827,0,0,436.82,25789
828,0,0,436.82,25789
829,0,0,436.82,25789
830,0,0,436.82,25789
832,0,0,436.93,25789
833,0,0,437.05,25789
834,0,0,437.05,25789
835,0,0,437.53,25789
836,0,0,438.41,25789
837,0,0,438.41,25789
838,0,0,438.41,25789
839,0,0,438.41,25789
840,0,0,438.41,25789
841,0,0,438.40,25789
842,0,0,438.40,46258
843,0,0,438.40,46258
844,0,0,438.40,46258
845,0,0,438.39,46258
846,0,0,438.39,46258
847,0,0,438.39,46258
848,0,0,438.39,46258
849,0,0,438.39,46258
850,0,0,438.38,46258
851,0,0,438.38,46258
853,0,0,438.38,46258
854,0,0,438.38,46258
855,0,0,438.37,46258
857,0,0,438.37,46258
858,0,0,438.37,46258
859,0,0,438.37,46258
860,0,0,438.36,46258
862,0,0,438.36,46258
863,0,0,438.36,46258
864,0,0,438.36,46258
865,0,0,438.35,46258
867,0,0,438.35,46258
868,0,0,438.35,46258
869,0,0,438.35,46258
870,0,0,438.34,46258
872,0,0,438.34,46258
873,0,0,438.34,46258
874,0,0,438.34,46258
875,0,0,438.33,46258
876,0,0,438.33,46258
878,0,0,438.33,46258
879,0,0,438.33,46258
880,0,0,438.32,46258
881,0,0,438.32,46258
883,0,0,438.32,46258
884,0,0,438.32,46258
885,0,0,438.31,46258
886,0,0,438.31,46258
888,0,0,438.31,46258
889,0,0,438.31,46258
890,0,0,438.30,46258
892,0,0,438.30,46258
893,0,0,438.30,46258
894,0,0,438.30,46258
895,0,0,438.29,46258
897,0,0,438.29,46258
898,0,0,438.29,46258
899,0,0,438.29,46258
900,0,0,438.28,46258
902,0,0,438.28,46258
